move,observations,time step
"[0.1,-0.1]","[[0.7721402212928262, 2.899511191598394], [1.293047856225164, 1.9883140561074863], [0.9927459637574527, -1.571494553376931], [1.0595818166270947, 1.1500292743434093], [1.219231970077431, -0.198539660883043]]",0.2
"[0.1,-0.1]","[[0.7845416506423226, 2.899145932681711], [1.309799403355571, 2.02890622535548], [1.0022620540323715, -1.5741141432656074], [1.0493410493668234, 1.1955624679566619], [1.2009732218612346, -0.1762693183163573]]",0.2
"[0.1,-0.1]","[[0.8010562548015411, 2.9361679382184294], [1.326965938579317, 2.0706894568243], [0.9690761725534739, -1.5487989768568522], [1.0348467077618235, 1.21428155289937], [1.1912606368394023, -0.13088534280198985]]",0.2
"[0.1,-0.1]","[[0.8303247467263078, 2.9714724091105373], [1.3280746106175287, 2.1382993292197563], [0.9921709131900815, -1.5581075899618728], [1.0391943498368692, 1.2320155178781633], [1.1733087865259668, -0.15338444861868036]]",0.2
"[0.1,-0.1]","[[0.8628921329388424, 2.985129163788849], [1.3372937552917172, 2.1396454286747906], [0.9941355224358203, -1.5241007316824042], [1.0284406262413783, 1.274479460008794], [1.1408934801481798, -0.12494749900884393]]",0.2
"[0.1,-0.1]","[[0.8813839426464178, 3.0036056924213503], [1.351352206442144, 2.1705426333415225], [0.983545280096908, -1.5637171756614054], [1.0164005291883842, 1.3374059323554541], [1.1062931908678912, -0.0939409616147201]]",0.2
"[0.1,-0.1]","[[0.8916775501392631, 3.037084641958932], [1.368197482008059, 2.2024183496217753], [1.011603279613592, -1.5412233654113492], [1.0238990331333786, 1.394114871528311], [1.08952709864593, -0.08568150007665434], [1.4886265657832822, 0.6609057093799888]]",0.2
"[0.1,-0.1]","[[0.894525802267039, 3.0730952858952527], [1.367821675226501, 2.231808004110195], [0.9797526310491487, -1.5671903952250388], [1.0207831887287675, 1.441751104243145], [1.0917906108202167, -0.04388473728388459], [1.4922050662411015, 0.6708623498682861]]",0.2
"[0.1,-0.1]","[[0.9372088449046501, 3.092609456178802], [1.3785532134606455, 2.237247939416177], [0.9909411361603938, -1.5529524289249022], [1.0209671541225511, 1.473703573043612], [1.0556662327278619, -0.015122633561203042], [1.4558192811020714, 0.7009070810451559]]",0.2
"[0.1,-0.1]","[[0.9694356223917402, 3.110215559090207], [1.3873684333504335, 2.2895538054520586], [0.9804158501652821, -1.5601441119961714], [1.0185571387702672, 1.476974694623733], [1.0709074565657173, -0.020927166820334134], [1.4385038345445382, 0.6916308259824699]]",0.2
"[0.1,-0.1]","[[0.9821075661783499, 3.1232871518109024], [1.4005904910962401, 2.3636629795102113], [0.9896464380474455, -1.5865236112831524], [1.005551287936449, 1.5318642717986328], [1.0402773260646696, 0.012611587873884117], [1.4387653995420537, 0.7496908384508862]]",0.2
"[0.1,-0.1]","[[1.0065118255855954, 3.18668029748549], [1.399967748268712, 2.3625654075013043], [0.9648705512623196, -1.5642694166818059], [1.0117613558515415, 1.5796161707355107], [1.0038677131104723, -0.0057452451761241495], [1.4242461792484555, 0.7808766799097622]]",0.2
"[0.1,-0.1]","[[1.0141901251935903, -3.1380036589348546], [1.4533756564132712, 2.401827250167334], [0.9969007451406722, -1.5602167521389274], [1.0095429247279926, 1.6573866639000663], [0.9730070032207696, 0.0517961825141958], [1.4092474836258815, 0.8077788709253991]]",0.2
"[0.1,-0.1]","[[1.0272575416357903, -3.1379269644307324], [1.4415011289660025, 2.4215999415623846], [0.984463633861001, -1.564092429886071], [1.0176671580787693, 1.665337223148895], [0.9603168142802833, 0.08818385443856672], [1.3866616704680113, 0.8777286702178856]]",0.2
"[0.1,-0.1]","[[1.0555432840629368, -3.08702810635945], [1.475824436638013, 2.4106380578674673], [0.9952805855321716, -1.5747628828944578], [1.0177273332391041, 1.7283814838279206], [0.9348383477201493, 0.08199829653779535], [1.375182066392664, 0.9131114256315556]]",0.2
"[0.1,-0.1]","[[1.0751766445297464, -3.079874924940448], [1.4686942151490143, 2.5229842621222067], [0.9758879893179617, -1.517116096993396], [1.0092385247420155, 1.7312603849339465], [0.9242506874077312, 0.10446853290216776], [1.372550095739202, 0.9427529024993673]]",0.2
"[0.1,-0.1]","[[1.0882830505217838, -3.0536797749923283], [1.5185051368409028, 2.5260933785618582], [1.0175246123237822, -1.560522223430271], [1.017585599337069, 1.7923607105983634], [0.8893549818348441, 0.15365685962904257], [1.3575380874242713, 0.939065757030226]]",0.2
"[0.1,-0.1]","[[1.1230372413748912, -3.0096747760490765], [1.0017516799765942, -1.54682158961902], [1.0183840038631409, 1.8134070458124327], [0.8760214942099067, 0.18113113667224723], [1.3245327902896569, 1.0062375668718775]]",0.2
"[0.1,-0.1]","[[1.149929568219217, -2.9966779333480624], [0.9937084595278198, -1.5415547924183721], [1.0394497976483015, 1.8444680748349112], [0.8677057204906885, 0.1854656252215962], [1.3409470309004934, 1.0268789085680419]]",0.2
"[0.1,-0.1]","[[1.1798395074276748, -2.976329596873164], [0.9926856226713926, -1.5564668241542368], [1.0403444934688981, 1.9014998606265845], [0.8536108257736081, 0.1996191546955868], [1.3304237345384273, 1.0491786080357566]]",0.2
"[0.1,-0.1]","[[1.1786381203862502, -2.965432615893163], [0.9913377880614939, -1.5519185403248994], [1.0528993760028302, 1.9400026985383079], [0.810196193798957, 0.22027647594015298], [1.313000341750713, 1.0749610170328772]]",0.2
"[0.1,-0.1]","[[1.2062678692826296, -2.946760402725581], [0.9876199936654548, -1.5539469175435852], [1.0554557623319911, 1.9452122353563286], [0.793930661289277, 0.2651407190860431], [1.3132506153143642, 1.1231908635812906]]",0.2
"[0.1,-0.1]","[[1.216012352518537, -2.932697692703657], [0.9839173432052213, -1.5809137725780094], [1.0620143237303343, 2.0269726527267142], [0.7955844627075868, 0.30230645269979656], [1.2939643475118876, 1.1144716191646713]]",0.2
"[0.1,-0.1]","[[1.2379095187659135, -2.9270061700263432], [0.9885543890623782, -1.5376498728032602], [1.0713826592491904, 2.039684926951627], [0.7644362031004098, 0.31761194924216174], [1.276717135558481, 1.1597125598441542]]",0.2
"[0.1,-0.1]","[[1.2596217063717172, -2.8948062743860605], [0.983510603537731, -1.5487050940263858], [1.0778071858587839, 2.062065834163357], [0.7388221796417825, 0.30361155627501785], [1.27477767447563, 1.1914249914767976]]",0.2
"[0.1,-0.1]","[[1.2892492906266648, -2.883919726154464], [0.9875038088565299, -1.5692322252311177], [1.0783445726017227, 2.1150254565166313], [0.7016159042923161, 0.3172027864498326], [1.2972705861042428, 1.2641956625120097]]",0.2
"[0.1,-0.1]","[[1.3004802608650108, -2.8457341959971103], [0.9978733801957239, -1.5426544748271596], [1.112402957547495, 2.1633579673797745], [0.7050257299918878, 0.36509408527658144], [1.2732597273484694, 1.2888427075434616]]",0.2
"[0.1,-0.1]","[[1.3295929725947424, -2.8697205729463366], [0.9930222012970693, -1.5740737418792021], [1.1031856233332622, 2.1625030501162916], [0.6757318855156729, 0.3896954927024379], [1.2717058938837282, 1.3229918177188875]]",0.2
"[0.1,-0.1]","[[1.3481667608983399, -2.833284771977243], [0.9841105490718497, -1.5642930607788625], [1.0984119903422636, 2.240865500504917], [0.6762407423817618, 0.4445503895536966], [1.2539400529450309, 1.3349023507901645]]",0.2
"[0.1,-0.1]","[[1.3578628723618846, -2.839553814204541], [0.9940799799515999, -1.5386375275870925], [1.1432305203238486, 2.277186729891462], [0.643809510352396, 0.46407425456833395], [1.2383178881068388, 1.4263078938561342]]",0.2
"[0.1,-0.1]","[[1.3902787561649317, -2.821190389031756], [0.9971854871545754, -1.580762505980338], [1.1503441549914204, 2.2851798195434916], [0.6258558946294114, 0.48580520272144634], [1.2593995618009644, 1.4495492021268748]]",0.2
"[0.1,-0.1]","[[1.3797276926302993, -2.7968692885378514], [1.0073135939658995, -1.5730343846481467], [1.1493314430066097, 2.29842626834893], [0.6097864328539514, 0.5650954573824797], [1.2655532244592078, 1.4644507094351746]]",0.2
"[0.1,-0.1]","[[1.3929511254098157, -2.7665502794007044], [0.9754886351073793, -1.5776404120359102], [1.1780238708647603, 2.359465849948929], [0.6039939706152774, 0.6045882402120771], [1.2491151239552771, 1.5419898770687175]]",0.2
"[0.1,-0.1]","[[1.4397799131400697, -2.769101692932821], [0.9772363693964321, -1.5360811866076494], [1.1849602889385789, 2.384057008221517], [0.5733054531588969, 0.622864358387159], [1.2538702656554521, 1.5549730742305417]]",0.2
"[0.1,-0.1]","[[1.4437089682910116, -2.7384767379340755], [1.0032326073822757, -1.545569125119302], [1.2175312389617443, 2.40576248358037], [0.5789514283903614, 0.6815100704974356], [1.234565399202937, 1.5949560690474176]]",0.2
"[0.1,-0.1]","[[1.4684237019952886, -2.738432467730712], [0.9911935897140994, -1.5218717740915193], [1.196130015294511, 2.4870581721698093], [0.5587131596985347, 0.720137708114983], [1.25747413751445, 1.6198275646125608]]",0.2
"[0.1,-0.1]","[[1.4892309648874686, -2.716107006389982], [1.0062391318455002, -1.5614564791922667], [1.2330246010194261, 2.4948139142182137], [0.5366389452751558, 0.7845459511664468], [1.2274169921225275, 1.6537530649324617]]",0.2
"[0.1,-0.1]","[[1.0060846442038993, -1.5827793454453483], [1.2352261416475607, 2.502390281148336], [0.5158140409860481, 0.8279933571292187], [1.2502555245591993, 1.6924265604642446]]",0.2
"[0.1,-0.1]","[[0.9856654112479228, -1.5587931422210597], [1.2610815473577544, 2.543045188448008], [0.5062755204619693, 0.8353986442856189], [1.2570462521405712, 1.7453198135366048], [1.4882088195087606, 0.6352778557610949]]",0.2
"[0.1,-0.1]","[[0.9908397465732638, -1.6103176683775193], [1.2732792948712768, 2.557433359165642], [0.5038810434826894, 0.9047801084273129], [1.2535404941914448, 1.7759592011821566], [1.4779692499884216, 0.6846238721752151]]",0.2
"[0.1,-0.1]","[[0.9873231732405832, -1.5442410502138424], [1.2768210926051105, 2.619450443749468], [0.4862942596506631, 0.9289546381344302], [1.2690646163735575, 1.7752794637465474], [1.4593101303472666, 0.7042179261291065]]",0.2
"[0.1,-0.1]","[[1.0028178329809172, -1.5401151481064028], [1.3185490214619329, 2.6336387515954858], [0.46179779317074715, 0.9681106219644237], [1.2512913730455355, 1.825756475102636], [1.4591387136836687, 0.7292228431572462]]",0.2
"[0.1,-0.1]","[[1.0039315816655676, -1.5575224805152073], [1.334033110216339, 2.663706321302994], [0.4608293092921496, 1.086610944709515], [1.2513031513463793, 1.8667279135430574], [1.4246227936301585, 0.7672362309571404]]",0.2
"[0.1,-0.1]","[[1.0120240167743242, -1.6039082152586102], [1.3417631397882441, 2.6848641197704297], [0.441802715201576, 1.1283143881931283], [1.2727478130702048, 1.9336486218108133], [1.4237280582695435, 0.7549333537977738]]",0.2
"[0.1,-0.1]","[[0.9790194753641555, -1.569425358698624], [1.3649879468855481, 2.7171542883564714], [0.42735825722296755, 1.185709691112232], [1.2813844533855419, 1.934868834061093], [1.4065273670958611, 0.8441557723069868]]",0.2
"[0.1,-0.1]","[[0.9956903647309572, -1.561952641254192], [1.3866150913215556, 2.735093809056465], [0.4166962191278865, 1.2288656800880766], [1.2994335405002424, 1.9549221635517389], [1.3882643184880288, 0.8789557688763735]]",0.2
"[0.1,-0.1]","[[0.9828066533016901, -1.607169521511586], [1.3970704114437804, 2.7430112595483234], [0.41451792164444984, 1.3372265094381872], [1.281339359234555, 2.0041520174219225], [1.3736233112416396, 0.8808386681044628]]",0.2
"[0.1,-0.1]","[[1.0012087952553712, -1.5550915253224409], [1.432995105758045, 2.8033250277421735], [0.39861967201458753, 1.3915292425887515], [1.3002984234490365, 2.0395853326018507], [1.3672179936323323, 0.9355742892816699]]",0.2
"[0.1,-0.1]","[[0.9873281298541706, -1.565431506449347], [1.4182494849845295, 2.793420997501733], [0.4141946910193186, 1.438063380907301], [1.3143680032505143, 2.0585324015382103], [1.3590563551059438, 0.9502129432717142]]",0.2
"[0.1,-0.1]","[[0.987858077579323, -1.5625196258118093], [1.449355127391131, 2.8437724442584265], [0.4161804250759998, 1.521203807895733], [1.3236098343278648, 2.10748675986913], [1.4783015723837436, 0.2797905564239158], [1.3453556846818713, 0.964741220515287]]",0.2
"[0.1,-0.1]","[[1.003248749667922, -1.5773440471937605], [1.496388511834728, 2.85622679220205], [0.40651309397990915, 1.581108719318706], [1.3369976766418703, 2.1196527463025556], [1.4674929603189628, 0.2601487851008976], [1.3447986835162151, 1.0441032553137588]]",0.2
"[0.1,-0.1]","[[1.0040078343342151, -1.545827999541829], [1.494578921046461, 2.8879157602521706], [0.41897257746624894, 1.6532098388027008], [1.3340725635105477, 2.193628137241253], [1.462899866837519, 0.3331550373557727], [1.3178227004555239, 1.0509981302097644]]",0.2
"[0.1,-0.1]","[[1.0004652547821524, -1.527414634423673], [0.42419209099163535, 1.6907345677252106], [1.3775653734450828, 2.213398350328517], [1.4254838746727818, 0.3411160204638175], [1.2976477043002832, 1.0781175972169459]]",0.2
"[0.1,-0.1]","[[1.003883488883851, -1.5845832192332212], [0.4209711727081266, 1.77307631259439], [1.3695436804079408, 2.26158712831605], [1.4308897152803868, 0.3794561748796064], [1.2868753487703277, 1.0917264015634316]]",0.2
"[0.1,-0.1]","[[0.9942461656700208, -1.5572703626759994], [0.43822683086762937, 1.843004192802648], [1.3835008038454457, 2.225548305428244], [1.399234294930232, 0.3746425901439443], [1.293935647848084, 1.1583979241464835]]",0.2
"[0.1,-0.1]","[[1.002364796872512, -1.5972595091556647], [0.4264661530603084, 1.8944061392427478], [1.3903927190950705, 2.3158659830481976], [1.3908914602223483, 0.40424242113179104], [1.2841086774741655, 1.1889010059169596]]",0.2
"[0.1,-0.1]","[[1.0171208829677685, -1.5480413370314459], [0.44566255429610957, 1.9671963480070456], [1.3913927223044391, 2.3140664869338825], [1.368417476854563, 0.42497231392916845], [1.2669231956966849, 1.2121740793216782]]",0.2
"[0.1,-0.1]","[[0.9740323972047885, -1.5874014676632588], [0.46206102929213444, 2.043537674448887], [1.4088628831119903, 2.3210687649049926], [1.340313533699628, 0.49556804024889617], [1.2788761854476705, 1.2507212945571409]]",0.2
"[0.1,-0.1]","[[0.9798164268863223, -1.5803710673823126], [0.4552236429329294, 2.051401375057055], [1.4340377571984273, 2.401905559628707], [1.3294264293423579, 0.5171950664572795], [1.2449327082217079, 1.2777614510780506]]",0.2
"[0.1,-0.1]","[[0.9845562886855194, -1.5768286520464938], [0.49452605852308734, 2.1439419393128976], [1.4487553773267772, 2.4145787844980537], [1.2992906448251036, 0.5286699315527437], [1.2663903004152977, 1.3132305022659139]]",0.2
"[0.1,-0.1]","[[0.991546043875192, -1.5805610201101945], [0.4670387758341403, 2.206821451159185], [1.4668346822277523, 2.4082424417150983], [1.2769690632925363, 0.5587284592350583], [1.2684468236858737, 1.367477277314577]]",0.2
"[0.1,-0.1]","[[0.994341374887795, -1.5386730269067634], [0.4891617739387114, 2.2409970390892737], [1.4843603771599274, 2.5102339366132407], [1.2695364860258198, 0.5857922583248705], [1.2563170227922764, 1.4327407181260683]]",0.2
"[0.1,-0.1]","[[0.9953052473021542, -1.5823512902491712], [0.5189894705887346, 2.305652109378377], [1.4971757632455998, 2.4972321808671296], [1.2520338322540767, 0.5820906041159398], [1.2321771657583356, 1.4533435892331719]]",0.2
"[0.1,-0.1]","[[1.0034970184514258, -1.5445508610139953], [0.5231915490997534, 2.36084248166461], [1.2581427090297197, 0.6570257762137847], [1.2475642076114095, 1.4784736740110018]]",0.2
"[0.1,-0.1]","[[0.994717090069292, -1.5634631360435116], [0.5336101056788063, 2.403284144764097], [1.2248110411580704, 0.6757164919776808], [1.245194838663222, 1.5269638559029322]]",0.2
"[0.1,-0.1]","[[0.9907702421079807, -1.592684296205972], [0.5582914023921632, 2.4282344604742163], [1.2047431218139169, 0.7097308529652789], [1.2479417586634378, 1.5244783002961282]]",0.2
"[0.1,-0.1]","[[0.9851481677267805, -1.5567865015458044], [0.5572593414481145, 2.5164643264659894], [1.1999593069971355, 0.7061351973992414], [1.2381507856778984, 1.5766980828575043]]",0.2
"[0.1,-0.1]","[[0.9751220680547363, -1.582601574920758], [0.5534660289558005, 2.518431658105992], [1.1844244447257768, 0.7490189279946952], [1.2365940689368418, 1.6136054577546317]]",0.2
"[0.1,-0.1]","[[0.9983349552836435, -1.5477825967903236], [0.5973123748804673, 2.562021547122878], [1.1536139184721939, 0.793280848448288], [1.2493167374152359, 1.662259347278021]]",0.2
"[0.1,-0.1]","[[0.9917611221133467, -1.587705974784446], [0.6254409112525835, 2.6097832084541133], [1.153803683212947, 0.8344931091890605], [1.249280933333558, 1.6562438852417896]]",0.2
"[0.1,-0.1]","[[1.0022615942156952, -1.5493272171859518], [0.6338967044863953, 2.664852949820276], [1.143958102652657, 0.8760491501890961], [1.2432662877403542, 1.759694798486914]]",0.2
"[0.1,-0.1]","[[1.0029889060828647, -1.594513814351017], [0.6601682749660355, 2.705444670810186], [1.1316873716779199, 0.8908244750683403], [1.2472665337045536, 1.7558869363167429]]",0.2
"[0.1,-0.1]","[[0.9981323668691223, -1.5637737087108545], [0.6830173520222984, 2.721800036023757], [1.1157315134509476, 0.9164872057258284], [1.2590704090537792, 1.8065760481684985]]",0.2
"[0.1,-0.1]","[[1.0105928557624204, -1.5419604410871142], [0.6896839399572913, 2.750290878997759], [1.0824133513666752, 0.9589051045178881], [1.2495647562717498, 1.8050870051293055]]",0.2
"[0.1,-0.1]","[[0.9930151808054283, -1.5521744991150428], [0.6957043715016142, 2.7833681382466393], [1.0937571176763947, 0.9634715331872231], [1.26463372807755, 1.8476866204180222]]",0.2
"[0.1,-0.1]","[[0.9857555525587306, -1.544061762142362], [0.7183798659881083, 2.802135164980175], [1.0696684249868198, 1.0230625167245335], [1.2676307805210645, 1.9064582666283032]]",0.2
"[0.1,-0.1]","[[0.9997585159187395, -1.5877043678969789], [0.7405090809995875, 2.8301283096913368], [1.0568183629304504, 1.0617837837844513], [1.2632468861929214, 1.9288273006613754]]",0.2
"[0.1,-0.1]","[[1.0179277846535721, -1.5824923168612877], [0.7732464308475012, 2.8540982472083987], [1.050127209172404, 1.1134829908037875], [1.2787022338220515, 1.939152476896622]]",0.2
"[0.1,-0.1]","[[0.9894278703077896, -1.5891247296487616], [0.7839731325472262, 2.895544420109431], [1.0450425185918941, 1.10516941500642], [1.2789301715442454, 1.9849177848021315]]",0.2
"[0.1,-0.1]","[[0.9949654306530139, -1.5935671627604961], [0.8054715530252993, 2.911572603125613], [1.039265104235737, 1.2092261527432684], [1.298371307208607, 1.9909788785413276]]",0.2
"[0.1,-0.1]","[[0.993614531157136, -1.5457447091129422], [0.8339506858215529, 2.9296928982020276], [1.042698991966354, 1.211493936524648], [1.3046591425372331, 2.083423296642581]]",0.2
"[0.1,-0.1]","[[0.997293642382531, -1.60296445516366], [0.8356786503878063, 2.9366707463016883], [1.0373652587054847, 1.2491176643507724], [1.3316427257128283, 2.100744266773039]]",0.2
"[0.1,-0.1]","[[0.9937685598772112, -1.568029318281721], [0.8495787940183769, 2.9893529927944673], [1.0226857966604663, 1.2922216837623115], [1.3291052984130518, 2.1242464244182093]]",0.2
"[0.1,-0.1]","[[1.4896235677859369, -0.8790044365087835], [0.9952791756202591, -1.5796166740726099], [0.843917471981987, 3.0364369223474172], [1.029470905857968, 1.3196041548217512], [1.327033624449194, 2.1948050725111337]]",0.2
"[0.1,-0.1]","[[1.491901904031388, -0.8560586170293611], [0.9882068337583002, -1.5798361474918396], [0.8854147736258972, 3.024844032312245], [1.4962044653702997, 0.6435586566128483], [1.0123312690308164, 1.3713278181344124], [1.349560259057204, 2.16646144326114]]",0.2
"[0.1,-0.1]","[[1.4686214997005205, -0.8009199808430147], [1.010176325829733, -1.5391302102766236], [0.8970178680347463, 3.0524452948799494], [1.4698463677827258, 0.6296241968346405], [1.0093207148888672, 1.4176341037506268], [1.3755278772489612, 2.224614919666524]]",0.2
"[0.1,-0.1]","[[1.4473886831369072, -0.840371574538322], [0.9990897683419848, -1.5967490841081413], [0.9398172511060645, 3.108156002043226], [1.460091912172587, 0.6668515953782124], [1.0151661510880048, 1.4134790794518113], [1.365154460381743, 2.258660672356583]]",0.2
"[0.1,-0.1]","[[1.437870406692989, -0.7883670175767077], [0.9803724517320259, -1.560645272815042], [0.955145807866553, 3.115347144460719], [1.4464596793187097, 0.7149386962884786], [0.9854869728340312, 1.4683375837354755], [1.3695011981691199, 2.301281581027288]]",0.2
"[0.1,-0.1]","[[1.4199457245812153, -0.8128943553794142], [0.9982179675130403, -1.5912366270160216], [0.9787435382568229, 3.1279334265254826], [1.4424944122758778, 0.7763913287197047], [0.9974213275331627, 1.5307164356816774], [1.3954851834239959, 2.3087091516234737]]",0.2
"[0.1,-0.1]","[[1.4320378543656078, -0.7679220614035644], [0.9889580298090691, -1.5753906868285263], [1.0187724741807958, 3.125693564809558], [1.410386126076569, 0.8104203886093854], [1.0127694085844765, 1.554164972381307], [1.431306457124649, 2.355235803852872]]",0.2
"[0.1,0.0]","[[1.417123117596381, -0.7835084751947223], [0.9943073875681706, -1.620576967407487], [1.0406061129246191, 3.1605020438535267], [1.4150054829887702, 0.8108444760435503], [0.9719945926311908, 1.5797787009120579], [1.4340786825317888, 2.3737354827337773]]",0.2
"[0.1,0.0]","[[1.3749203458966024, -0.7960332639763479], [0.995087040828875, -1.582075015929134], [1.036395457340841, 3.1426970043008486], [1.4011080634969584, 0.8078839837867964], [0.9988018016103349, 1.6456238842414959], [1.4223649818743223, 2.364022069132684]]",0.2
"[0.1,0.0]","[[1.3623626790751673, -0.7929290591077777], [0.9914714900211504, -1.6205804762830636], [1.0492561418347035, 3.130725441299871], [1.3645363735472227, 0.7845189305661068], [1.0108478777693108, 1.6131246496229712], [1.4412799473258968, 2.3837637572110855]]",0.2
"[0.1,0.0]","[[1.3676429408574955, -0.8509814712002292], [1.0058422318589866, -1.6591701392476639], [1.0947732576311153, 3.1346981811418377], [1.3652387656940281, 0.8020401727778332], [0.9977143864112511, 1.6560093458652534], [1.4668318441740866, 2.363255070428334]]",0.2
"[0.1,0.0]","[[1.3429652015982658, -0.8383671213100585], [0.9818238851123291, -1.6616079326127715], [1.08951430297677, 3.1243284539108687], [1.3438634410853258, 0.8309884341045695], [0.9987884577033034, 1.6962765813090503], [1.4858245843279234, 2.405848255628179]]",0.2
"[0.1,0.0]","[[1.3310786350288826, -0.8539968976172614], [0.9903602968963726, -1.6773924069158022], [1.1334334742090686, 3.118949841161435], [1.3332814206612185, 0.84389051476152], [1.0169087005535535, 1.6828054799617638]]",0.2
"[0.1,0.0]","[[1.3339740754247342, -0.8819684183474504], [1.0148556676821796, -1.7418280258524441], [1.140668594464933, 3.102968273591466], [1.313484521101189, 0.8596790613550027], [1.0062867934594228, 1.6978713503518486]]",0.2
"[0.1,0.0]","[[1.3143244376503398, -0.8878754117733011], [1.0097702571758347, -1.7150526527160477], [1.159452997821879, 3.1429634199296377], [1.3292659922912702, 0.8603730600869365], [0.9943793716645832, 1.7327216285449796]]",0.2
"[0.1,0.0]","[[1.2979124454787443, -0.9044712330551825], [1.005291169766738, -1.7451295428502072], [1.1905793849798525, 3.155776017667478], [1.3041323422429034, 0.8718983929850757], [1.0185180234109064, 1.7433233487808963]]",0.2
"[0.1,0.0]","[[1.283003089293774, -0.8713209539443773], [1.0276003522416157, -1.7554488458951258], [1.2083289207735832, 3.122794738347646], [1.285241800393383, 0.9094274762933136], [1.0316086997654832, 1.7597080837935193]]",0.2
"[0.1,0.0]","[[1.2756027112877688, -0.9051214950073591], [1.0259843312485561, -1.7840885664089159], [1.2232783873141557, 3.13208672909444], [1.2733545798074186, 0.9149022365723026], [1.025312451500136, 1.7568355196628114]]",0.2
"[0.1,0.0]","[[1.2420967266639829, -0.9372734912785978], [1.047059514168607, -1.7947325345626501], [1.2457456208667432, 3.148318919794265], [1.2558268445506382, 0.9297327377263305], [1.0263719434151681, 1.7933755016394524]]",0.2
"[0.1,0.0]","[[1.2504926631900992, -0.9402682765791082], [1.0371303159259806, -1.800084986097815], [1.2460132419004322, 3.1380863292739587], [1.25332530272749, 0.9319075716507025], [1.024059618599545, 1.806107427737877]]",0.2
"[0.1,0.0]","[[1.2302306397585423, -0.9589829055334543], [1.0504437507887994, -1.8484786206068404], [1.2566411143382161, 3.160252521104439], [1.2203251979829384, 0.9683825295187577], [1.0414007654679198, 1.8269632504127118]]",0.2
"[0.1,0.0]","[[1.2374340074018901, -0.974960853802587], [1.0509315315510934, -1.8686054484919332], [1.301123799356869, 3.1238645664865645], [1.2109445133396342, 0.9710557170406723], [1.0486557380328065, 1.8738356285114557]]",0.2
"[0.1,0.0]","[[1.2197077752058145, -0.9570308152090913], [1.0646501722890285, -1.8894621639346398], [1.320459673267013, 3.147291824126527], [1.2145837713934182, 0.9742266656549575], [1.0718633151753822, 1.8405479097353081]]",0.2
"[0.1,0.0]","[[1.1967598872918308, -0.9990651509556717], [1.0391563067187444, -1.8904616121855273], [1.3318029076341107, 3.1520259687909773], [1.213485899520091, 0.9960136911462385], [1.0515292258484634, 1.8960719088412674]]",0.2
"[0.1,0.0]","[[1.1815793883306203, -1.049796938867628], [1.0543174988940416, -1.9160168902606391], [1.3681708035398266, 3.164167838998516], [1.1844108195480703, 1.029300168196902], [1.0638925296549888, 1.8770137510993214]]",0.2
"[0.1,0.0]","[[1.1948644906112988, -0.9931481607570884], [1.06858580559414, -1.9393107572195656], [1.3730267382922197, 3.11911947625969], [1.183136493020519, 1.0324763762992928], [1.0671921402714446, 1.9347991968360474]]",0.2
"[0.1,0.0]","[[1.166310104098373, -1.0267859836848545], [1.0767985182916329, -1.9617266736607908], [1.3967322870458982, 3.1396403033039615], [1.1513022845428078, 1.0208060765929028], [1.0711664095782412, 1.986027438705447]]",0.2
"[0.1,0.0]","[[1.1619513995811082, -1.0168584795074442], [1.0815504192315317, -1.9501757094349526], [1.4128299275803524, 3.1318741416598375], [1.1671218980843543, 1.0316243670473244], [1.0983150810729612, 1.9653541049934529]]",0.2
"[0.1,0.0]","[[1.1472796699365482, -1.0574302618825095], [1.0905769258355085, -1.9575411586202607], [1.4492017743013397, 3.145235679749744], [1.139657912571815, 1.0607548381051581], [1.080355220736374, 1.9912707580144202]]",0.2
"[0.1,0.0]","[[1.145830499840338, -1.085010504160614], [1.1083420071431855, -2.0147562375287658], [1.470223521203274, 3.1439287535440896], [1.1570846454272756, 1.086617210969416], [1.1038923927316644, 2.006324811175257]]",0.2
"[0.1,0.0]","[[1.128328946669996, -1.0924508948243088], [1.1349802846635089, -2.001725169904075], [1.4698623083801123, 3.144247807177907], [1.112501917782453, 1.10383295394435], [1.103638636103089, 2.0333431805631057]]",0.2
"[0.1,0.0]","[[1.1150518957427356, -1.1003320084691528], [1.1074208646068853, -2.0113856440597635], [1.5148420587479396, 3.1565132204912163], [1.1245295404800153, 1.1398025300266914], [1.1117859379345088, 2.0648295034340296]]",0.2
"[0.1,0.0]","[[1.106698592658804, -1.0909729555349938], [1.1130438473687034, -2.070171653481305], [1.1324503569042672, 1.1275339307610568], [1.1369048880603554, 2.0370802329413147]]",0.2
"[0.1,0.0]","[[1.0800774604577377, -1.1107069770230522], [1.126044582725212, -2.0518298569136375], [1.1057294076446529, 1.1428004973821047], [1.1384568992264343, 2.0845208565716966]]",0.2
"[0.1,0.0]","[[1.0856487887104362, -1.1426189813361012], [1.1561035270912927, -2.0798068244846637], [1.0848782159041546, 1.1524778656846333], [1.1405826675045188, 2.0891067383240127]]",0.2
"[0.1,0.0]","[[1.111044570099337, -1.181395223465767], [1.1574129736956966, -2.0989737095191883], [1.0959188640908808, 1.1975704316629916], [1.1605663899991259, 2.111671253189494]]",0.2
"[0.1,0.0]","[[1.087764414539856, -1.1953615885630424], [1.1625113292716258, -2.1117711291024808], [1.0764465475618923, 1.206939922979098], [1.1536249175129052, 2.1056922906266546]]",0.2
